Size (nt),"D1: E. coli Total RNA","D2: E. coli Total RNA","D3: E. coli Total RNA","D4: E. coli Total RNA","D5: E. coli Total RNA","D6: E. coli Total RNA","D7: E. coli Total RNA","D8: DM","D9: DM","D10: DM","D11: DM","D12: RNA Ladder"
4845.65,412.00,310.06,0.00,32.33,33.94,16.06,14.65,2.76,0.73,7.77,8.86,93.74
4873.80,400.19,305.69,0.00,33.97,34.45,15.77,14.50,2.66,0.50,7.44,8.58,92.61
4901.96,388.41,300.49,0.00,35.52,34.78,15.49,14.38,2.62,0.29,7.16,8.30,92.12
4930.11,377.21,294.51,0.00,36.88,34.87,15.37,14.20,2.58,0.09,6.97,8.02,91.99
4958.27,366.85,287.72,0.00,37.96,34.70,15.44,13.85,2.51,0.00,6.86,7.67,92.00
4986.42,357.35,280.21,0.00,38.70,34.32,15.62,13.33,2.42,0.00,6.73,7.25,92.14
5014.58,348.58,272.27,0.00,39.13,33.86,15.78,12.73,2.40,0.00,6.51,6.79,92.56
5042.73,340.43,264.30,0.00,39.33,33.42,15.82,12.17,2.47,0.00,6.15,6.39,93.42
5070.89,332.99,256.60,0.00,39.41,33.08,15.69,11.76,2.62,0.01,5.68,6.12,94.77
5099.04,326.50,249.35,0.00,39.44,32.83,15.35,11.51,2.73,0.24,5.15,5.99,96.52
5127.20,321.21,242.60,0.00,39.39,32.61,14.81,11.43,2.72,0.32,4.60,5.96,98.52
5155.35,317.19,236.34,0.00,39.20,32.38,14.08,11.47,2.56,0.10,4.06,5.92,100.67
5183.51,314.32,230.60,0.00,38.85,32.16,13.30,11.58,2.29,0.00,3.56,5.80,102.95
5211.66,312.33,225.35,0.00,38.35,31.96,12.59,11.68,2.02,0.00,3.15,5.56,105.42
5239.82,310.98,220.56,0.00,37.79,31.83,12.09,11.65,1.82,0.00,2.86,5.20,108.12
5267.97,310.18,216.23,0.00,37.21,31.71,11.83,11.40,1.67,0.00,2.69,4.74,111.11
5296.13,309.99,212.49,0.00,36.70,31.51,11.71,10.87,1.50,0.00,2.59,4.19,114.45
5324.28,310.53,209.47,0.00,36.34,31.17,11.63,10.18,1.25,0.00,2.51,3.58,118.16
5352.44,311.91,207.20,0.00,36.15,30.65,11.46,9.50,0.94,0.00,2.37,2.95,122.25
5380.59,314.16,205.52,0.00,36.04,30.03,11.13,8.97,0.63,0.00,2.15,2.38,126.74
5408.75,317.32,204.13,0.00,35.87,29.42,10.69,8.63,0.40,0.00,1.82,1.95,131.71
5436.90,321.41,202.82,0.00,35.58,28.94,10.16,8.44,0.22,0.00,1.45,1.66,137.41
5465.06,326.39,201.54,0.00,35.22,28.63,9.60,8.31,0.06,0.00,1.13,1.46,144.28
5493.21,332.11,200.46,0.00,34.95,28.47,8.99,8.14,0.00,0.00,0.96,1.28,152.93
5521.37,338.36,199.74,0.00,34.83,28.38,8.35,7.85,0.00,0.00,0.92,1.06,164.12
5549.52,344.88,199.55,0.00,34.88,28.29,7.72,7.42,0.00,0.00,0.95,0.80,178.97
5577.68,351.55,199.90,0.00,35.05,28.16,7.15,6.88,0.00,0.00,0.93,0.55,199.21
5605.83,358.29,200.69,0.00,35.29,27.93,6.65,6.35,0.00,0.00,0.88,0.28,227.35
5633.99,364.94,201.73,0.00,35.54,27.57,6.18,5.93,0.00,0.00,0.83,0.01,266.59
5662.14,371.10,202.82,0.00,35.77,27.10,5.68,5.62,0.00,0.00,0.69,0.00,320.23
5690.30,376.19,203.78,0.00,35.97,26.61,5.20,5.37,0.00,0.00,0.59,0.00,391.11
5718.45,379.63,204.49,0.00,36.18,26.25,4.85,5.12,0.00,0.00,0.55,0.00,480.88
5746.61,381.16,204.88,0.00,36.41,26.12,4.70,4.84,0.00,0.00,0.52,0.00,589.58
5774.76,380.75,204.92,0.00,36.63,26.24,4.75,4.60,0.00,0.00,0.43,0.00,715.29
5802.92,378.48,204.51,0.00,36.73,26.53,4.86,4.43,0.00,0.00,0.22,0.00,854.02
5831.07,374.34,203.47,0.00,36.66,26.90,4.86,4.32,0.00,0.00,0.00,0.00,999.82
5859.23,368.30,201.57,0.00,36.35,27.24,4.60,4.21,0.00,0.00,0.00,0.00,1145.06
5887.38,360.35,198.61,0.00,35.86,27.47,4.12,4.01,0.00,0.00,0.00,0.00,1281.06
5915.54,350.64,194.61,0.00,35.56,27.58,3.56,3.70,0.00,0.00,0.00,0.00,1399.21
5943.69,339.46,189.78,0.00,35.26,27.58,3.11,3.31,0.00,0.00,0.00,0.00,1492.25
5971.85,327.23,184.44,0.00,34.64,27.51,2.89,2.95,0.00,0.00,0.00,0.00,1555.21
6000.00,314.48,178.82,0.00,34.10,27.42,2.86,2.68,0.00,0.00,0.00,0.00,1585.99
6027.78,301.73,172.98,0.00,33.68,27.35,2.93,2.54,0.00,0.00,0.00,0.00,1585.16
6055.63,289.41,166.90,0.00,33.31,27.32,2.96,2.50,0.00,0.00,0.00,0.00,1555.43
6083.48,277.78,160.61,0.00,32.90,27.32,2.90,2.52,0.00,0.00,0.00,0.00,1501.00
6111.33,266.99,154.23,0.00,32.39,27.28,2.72,2.58,0.00,0.00,0.00,0.00,1426.89
6139.18,257.13,147.95,0.00,31.81,27.18,2.47,2.68,0.00,0.00,0.00,0.00,1338.47
6167.03,248.22,141.90,0.00,31.20,26.97,2.21,2.79,0.00,0.00,0.00,0.00,1241.03
6194.88,240.18,136.09,0.00,30.58,26.66,1.96,2.86,0.00,0.00,0.00,0.00,1139.28
6222.74,232.82,130.49,0.00,29.91,26.30,1.74,2.86,0.00,0.00,0.00,0.00,1036.98
6250.59,225.93,125.09,0.00,29.17,25.97,1.55,2.75,0.00,0.00,0.00,0.00,936.89
6278.44,219.40,119.92,0.00,28.43,25.67,1.41,2.53,0.00,0.00,0.00,0.00,840.94
6306.29,213.27,115.06,0.00,27.81,25.55,1.39,2.28,0.00,0.00,0.00,0.00,750.54
6334.14,207.69,110.62,0.00,27.43,25.42,1.50,2.09,0.00,0.00,0.00,0.00,666.61
6361.99,202.75,106.63,0.00,27.28,25.18,1.68,2.05,0.00,0.00,0.00,0.00,589.63
6389.84,198.40,103.02,0.00,27.28,24.94,1.79,2.18,0.00,0.00,0.00,0.00,519.71
6417.69,194.47,99.61,0.00,27.29,24.71,1.77,2.41,0.00,0.00,0.00,0.00,456.75
6445.54,190.81,96.25,0.00,27.23,24.49,1.64,2.61,0.00,0.00,0.00,0.00,400.53
6473.40,187.34,92.88,0.00,27.14,24.23,1.49,2.72,0.00,0.00,0.00,0.00,350.78
6501.25,184.11,89.61,0.00,27.08,23.86,1.41,2.70,0.00,0.00,0.00,0.00,307.11
6529.10,181.15,86.57,0.00,27.14,23.36,1.43,2.57,0.00,0.00,0.00,0.00,269.01
6556.95,178.49,83.80,0.00,27.32,22.71,1.49,2.38,0.00,0.00,0.00,0.00,235.86
6584.80,176.03,81.29,0.00,27.58,21.96,1.54,2.19,0.00,0.00,0.00,0.00,207.05
6612.65,173.73,79.01,0.00,27.88,21.22,1.60,2.09,0.00,0.00,0.00,0.00,181.98
6640.50,171.59,76.96,0.00,28.20,20.61,1.65,2.17,0.00,0.00,0.00,0.00,160.15
6668.35,169.63,75.14,0.00,28.50,20.22,1.70,2.39,0.00,0.00,0.00,0.00,141.12
6696.20,167.89,73.51,0.00,28.75,20.04,1.70,2.63,0.00,0.00,0.00,0.00,124.57
6724.05,166.27,71.98,0.00,28.93,19.97,1.64,2.72,0.00,0.00,0.00,0.00,110.29
6751.91,164.68,70.45,0.00,29.06,19.93,1.53,2.63,0.00,0.00,0.00,0.00,98.16
6779.76,163.06,68.85,0.00,29.19,19.82,1.43,2.40,0.00,0.00,0.00,0.00,88.02
6807.61,161.41,67.16,0.00,29.36,19.58,1.38,2.16,0.00,0.00,0.00,0.00,79.64
6835.46,159.72,65.42,0.00,29.53,19.22,1.38,1.96,0.00,0.00,0.00,0.00,72.72
6863.31,157.98,63.70,0.00,29.62,18.85,1.38,1.82,0.00,0.00,0.00,0.00,66.96
6891.16,156.22,62.03,0.00,29.60,18.61,1.31,1.75,0.00,0.00,0.00,0.00,62.13
6919.01,154.59,60.48,0.00,29.48,18.57,1.12,1.80,0.00,0.00,0.00,0.00,58.06
6946.86,153.21,59.08,0.00,29.33,18.66,0.88,1.96,0.00,0.00,0.00,0.00,54.64
6974.71,152.15,57.80,0.00,29.21,18.72,0.70,2.24,0.00,0.00,0.00,0.00,51.77
7002.57,151.34,56.59,0.00,29.13,18.61,0.70,2.58,0.00,0.00,0.00,0.00,49.39
7030.42,150.67,55.36,0.00,29.05,18.26,0.90,2.93,0.00,0.00,0.00,0.00,47.46
7058.27,150.04,54.10,0.00,28.90,17.74,1.21,3.20,0.00,0.00,0.00,0.00,45.95
7086.12,149.39,52.78,0.00,28.68,17.13,1.48,3.32,0.00,0.00,0.00,0.00,44.84
7113.97,148.66,51.40,0.00,28.44,16.56,1.52,3.23,0.00,0.00,0.00,0.00,44.09
7141.82,147.84,49.96,0.00,28.22,16.09,1.25,2.93,0.00,0.00,0.00,0.00,43.63
7169.67,146.91,48.52,0.00,28.04,15.79,0.72,2.52,0.00,0.00,0.00,0.00,43.34
7197.52,145.95,47.13,0.00,27.87,15.68,0.14,2.07,0.00,0.00,0.00,0.00,43.08
7225.37,145.00,45.83,0.00,27.71,15.71,0.00,1.68,0.00,0.00,0.00,0.00,42.74
7253.23,144.04,44.53,0.00,27.56,15.74,0.00,1.39,0.00,0.00,0.00,0.00,42.36
7281.08,143.01,43.14,0.00,27.46,15.65,0.00,1.26,0.00,0.00,0.00,0.00,42.05
7308.93,141.89,41.61,0.00,27.44,15.36,0.00,1.29,0.00,0.00,0.00,0.00,41.93
7336.78,140.74,40.02,0.00,27.50,14.92,0.33,1.42,0.00,0.00,0.00,0.00,42.00
7364.63,139.68,38.51,0.00,27.59,14.41,0.70,1.54,0.00,0.00,0.00,0.00,42.17
7392.48,138.76,37.21,0.00,27.60,13.92,0.96,1.58,0.00,0.00,0.00,0.00,42.33
7420.33,137.87,36.21,0.00,27.42,13.48,1.07,1.55,0.00,0.00,0.00,0.00,42.37
7448.18,136.86,35.48,0.00,27.02,13.04,1.08,1.50,0.00,-1.70,0.00,0.00,42.25
7476.03,135.66,34.89,0.00,26.45,12.58,1.09,1.51,0.00,0.00,0.00,0.00,41.89
7503.88,134.34,34.19,0.00,25.84,12.10,1.08,1.56,0.00,0.00,0.00,0.00,41.27
7531.74,133.07,33.20,0.00,25.30,11.64,1.11,1.64,0.00,0.00,0.00,0.00,40.48
7559.59,131.97,31.94,0.00,24.86,11.25,1.18,1.73,0.00,0.00,0.00,0.00,39.70
7587.44,131.08,30.62,0.00,24.51,10.94,1.26,1.82,0.00,0.00,0.00,0.00,39.16
7615.29,130.37,29.48,0.00,24.19,10.68,1.32,1.91,0.00,0.00,0.00,0.00,38.97
7643.14,129.76,28.59,0.00,23.91,10.48,1.33,1.94,0.00,0.00,0.00,0.00,39.09
7670.99,129.09,27.85,0.00,23.68,10.34,1.33,1.90,0.00,0.00,0.00,0.00,39.36
7698.84,128.15,27.06,0.00,23.53,10.25,1.37,1.83,0.00,0.00,0.00,0.00,39.52
7726.69,126.87,26.06,0.00,23.51,10.12,1.53,1.82,0.00,0.00,0.00,0.00,39.44
7754.54,125.34,24.81,0.00,23.64,9.87,1.79,1.87,0.00,0.00,0.00,0.00,39.15
7782.40,123.74,23.38,0.00,23.81,9.47,2.07,1.98,0.00,0.00,0.00,0.22,38.81
7810.25,122.20,21.93,0.00,23.88,8.98,2.22,2.11,0.00,0.00,0.00,0.50,38.58
7838.10,120.74,20.58,0.00,23.74,8.56,2.17,2.23,0.00,0.00,0.00,0.61,38.56
7865.95,119.27,19.38,0.00,23.36,8.27,1.96,2.31,0.00,0.00,0.00,0.54,38.74
7893.80,117.73,18.26,0.00,22.81,8.14,1.66,2.29,0.00,0.00,-0.88,0.32,39.02
7921.65,116.06,17.12,0.00,22.19,8.09,1.35,2.14,0.00,0.00,0.00,0.00,39.23
7949.50,114.24,15.96,0.00,21.61,8.03,1.04,1.88,0.00,0.00,0.00,0.00,39.25
7977.35,112.29,14.82,0.00,21.14,7.94,0.76,1.61,0.00,0.00,0.00,0.00,39.05
8005.20,110.29,13.75,0.00,20.79,7.81,0.53,1.42,0.00,0.00,0.00,0.00,38.68
8033.05,108.39,12.73,0.00,20.51,7.66,0.37,1.32,0.00,0.00,0.00,0.00,38.24
8060.91,106.73,11.63,0.00,20.28,7.48,0.25,1.27,0.00,0.00,0.00,0.00,37.80
8088.76,105.43,10.37,0.00,20.08,7.27,0.11,1.20,0.00,0.00,0.00,0.00,37.40
8116.61,104.45,8.97,0.00,19.96,6.99,0.00,1.11,0.00,0.00,0.00,0.00,37.04
8144.46,103.65,7.56,0.00,19.92,6.67,0.00,1.06,0.00,0.00,0.00,0.00,36.70
8172.31,102.81,6.29,0.00,19.87,6.37,0.00,1.13,0.00,0.00,0.00,0.00,36.34
8200.16,101.73,5.23,0.00,19.71,6.13,0.00,1.34,0.00,0.00,0.00,0.00,35.95
8228.01,100.35,4.34,0.00,19.40,5.96,0.00,1.58,0.00,0.00,0.00,0.00,35.57
8255.86,98.73,3.52,0.00,18.99,5.86,0.06,1.70,0.00,0.00,0.00,0.00,35.29
8283.71,97.05,2.67,0.00,18.59,5.83,0.23,1.60,0.00,0.00,0.00,0.00,35.18
8311.57,95.47,1.76,0.00,18.28,5.90,0.43,1.37,0.00,0.00,0.00,0.00,35.24
8339.42,94.05,0.77,0.00,18.06,6.03,0.67,1.20,0.00,0.00,0.00,0.00,35.37
8367.27,92.75,0.00,0.00,17.90,6.10,0.96,1.21,0.00,0.00,0.00,0.00,35.44
8395.12,91.57,0.00,0.00,17.72,6.02,1.26,1.39,0.00,0.00,0.00,0.00,35.35
8422.97,90.53,0.00,0.00,17.44,5.76,1.45,1.56,0.00,0.00,0.00,0.00,35.08
8450.82,89.65,0.00,0.00,17.02,5.43,1.43,1.53,0.00,0.00,0.17,0.00,34.72
8478.67,88.92,0.00,0.00,16.50,5.19,1.18,1.26,0.00,0.00,0.41,0.00,34.36
8506.52,88.26,0.00,0.00,15.95,5.12,0.76,0.83,0.00,0.00,0.58,0.00,34.12
8534.37,87.56,0.00,0.00,15.47,5.21,0.27,0.34,0.00,0.00,0.65,0.00,34.02
8562.23,86.76,0.00,0.00,15.12,5.41,0.00,0.00,0.00,0.00,0.62,0.00,33.97
8590.08,85.84,0.00,0.00,14.91,5.66,0.00,0.00,0.00,0.00,0.56,0.00,33.80
8617.93,84.85,0.00,0.00,14.84,5.90,0.00,0.00,0.00,0.00,0.47,0.00,33.40
8645.78,83.88,0.00,0.00,14.89,6.08,0.00,0.00,-1.55,0.00,0.39,0.00,32.78
8673.63,82.95,0.00,0.00,14.97,6.17,0.00,0.00,0.00,0.00,0.29,0.00,32.04
8701.48,82.10,0.00,0.00,14.99,6.13,0.00,0.00,0.00,0.00,0.21,0.00,31.30
8729.33,81.31,0.00,0.00,14.86,5.98,0.00,0.29,0.00,0.00,0.19,0.00,30.62
8757.18,80.58,0.00,0.00,14.55,5.74,0.00,0.57,0.00,0.00,0.24,0.00,29.98
8785.03,79.85,0.00,0.00,14.13,5.47,0.00,0.75,0.00,0.00,0.35,0.00,29.39
8812.88,79.04,0.00,0.00,13.74,5.22,0.00,0.87,0.00,0.00,0.49,0.00,28.96
8840.74,78.10,0.00,0.00,13.49,5.04,0.00,1.00,0.00,0.00,0.65,0.00,28.81
8868.59,77.08,0.00,0.00,13.40,4.97,0.00,1.12,0.00,0.00,0.81,0.00,28.97
8896.44,76.03,0.00,0.00,13.37,4.97,0.00,1.19,0.00,0.00,0.96,0.00,29.25
8924.29,75.03,0.00,0.00,13.31,4.98,0.00,1.16,0.00,0.00,1.05,0.03,29.40
8952.14,74.08,0.00,0.00,13.16,4.99,0.01,1.06,0.00,0.00,1.03,0.01,29.23
8979.99,73.13,0.00,0.00,12.95,4.98,0.29,0.92,0.00,0.00,0.87,0.00,28.72
9007.84,72.12,0.00,0.00,12.75,4.97,0.53,0.80,0.00,0.00,0.62,0.00,27.95
9035.69,71.01,0.00,0.00,12.60,5.01,0.67,0.68,0.00,0.00,0.36,0.00,27.03
9063.54,69.84,0.00,0.00,12.45,5.17,0.70,0.56,0.00,0.00,0.15,0.07,26.09
9091.40,68.75,0.00,0.00,12.21,5.44,0.64,0.46,0.00,0.00,0.03,0.10,25.26
9119.25,67.90,0.00,0.86,11.87,5.80,0.51,0.43,0.00,0.00,0.00,0.04,24.63
9147.10,67.37,0.00,1.75,11.53,6.17,0.33,0.51,0.00,0.00,0.04,0.00,24.22
9174.95,67.04,0.00,2.53,11.33,6.45,0.07,0.68,0.00,0.00,0.15,0.00,23.97
9202.80,66.68,0.00,3.13,11.31,6.51,0.00,0.84,0.00,0.00,0.29,0.00,23.74
9230.65,66.09,0.00,3.51,11.39,6.30,0.00,0.92,0.00,0.00,0.41,0.00,23.45
9258.50,65.24,0.00,3.69,11.47,5.84,0.00,0.86,0.00,0.00,0.46,0.00,23.14
9286.35,64.32,0.00,3.75,11.49,5.27,0.00,0.68,0.00,0.00,0.42,0.00,22.90
9314.20,63.56,0.00,3.79,11.49,4.78,0.00,0.43,0.00,0.00,0.34,0.00,22.85
9342.05,63.06,0.00,3.89,11.46,4.50,0.00,0.22,0.14,0.00,0.25,0.00,22.99
9369.91,62.78,0.00,4.04,11.37,4.45,0.00,0.11,0.19,0.00,0.19,0.00,23.25
9397.76,62.53,0.00,4.17,11.16,4.56,0.00,0.05,0.04,0.00,0.14,0.00,23.49
9425.61,62.12,0.00,4.19,10.84,4.69,0.00,0.00,0.00,0.00,0.12,0.00,23.66
9453.46,61.47,0.00,4.08,10.47,4.73,0.00,0.00,0.00,0.00,0.12,0.00,23.81
9481.31,60.64,0.00,3.91,10.13,4.65,0.00,0.00,0.00,0.00,0.12,0.00,24.09
9509.16,59.78,0.00,3.78,9.85,4.45,0.00,0.00,0.00,0.00,0.09,0.00,24.60
9537.01,59.04,0.00,3.79,9.64,4.18,0.00,0.00,0.00,0.00,0.00,0.00,25.30
9564.86,58.45,0.00,3.94,9.51,3.86,0.00,0.00,0.00,0.00,0.00,0.00,26.02
9592.71,57.87,0.00,4.16,9.45,3.56,0.00,-0.95,0.00,0.00,0.00,-0.12,26.60
9620.57,57.17,0.00,4.40,9.41,3.32,0.00,0.00,0.00,0.00,0.00,0.00,27.02
9648.42,56.33,0.00,4.61,9.36,3.19,0.00,0.00,0.00,0.00,0.08,0.10,27.42
9676.27,55.47,0.00,4.81,9.26,3.14,0.00,0.00,0.00,0.00,0.28,0.12,27.96
9704.12,54.78,0.00,4.98,9.15,3.08,0.00,0.27,0.00,0.00,0.49,0.00,28.66
9731.97,54.35,0.00,5.07,9.07,2.96,0.02,0.63,0.00,0.00,0.63,0.00,29.44
9759.82,54.14,0.00,5.06,9.04,2.78,0.03,0.89,0.00,0.00,0.63,0.00,30.18
9787.67,54.01,0.00,5.00,9.03,2.61,0.00,1.07,0.00,0.00,0.46,0.00,30.81
9815.52,53.78,0.00,5.01,8.97,2.53,0.00,1.15,0.00,0.00,0.17,0.00,31.31
9843.37,53.34,0.00,5.18,8.88,2.55,0.00,1.11,0.00,0.00,0.00,0.00,31.66
9871.23,52.64,0.00,5.48,8.80,2.63,0.00,0.95,0.00,0.00,0.00,0.00,31.83
9899.08,51.74,0.00,5.84,8.78,2.72,0.00,0.72,0.00,0.00,0.00,0.00,31.80
9926.93,50.80,0.00,6.20,8.82,2.77,0.00,0.52,0.00,0.00,0.00,0.00,31.55
9954.78,50.03,0.00,6.51,8.85,2.79,0.00,0.46,0.00,0.00,0.16,0.00,31.11
9982.63,49.61,0.00,6.75,8.82,2.84,0.00,0.62,0.00,0.00,0.32,0.00,30.49
10010.48,49.56,0.00,6.87,8.69,2.90,0.00,0.96,0.00,0.00,0.36,0.00,29.67
10038.33,49.72,0.00,6.85,8.50,2.95,0.00,1.37,0.00,0.00,0.30,0.00,28.62
10066.18,49.87,0.00,6.74,8.35,2.96,0.00,1.72,0.00,0.00,0.23,0.00,27.37
10094.03,49.81,0.00,6.59,8.37,2.95,0.00,1.92,0.00,0.00,0.19,0.20,25.96
10121.88,49.51,0.00,6.50,8.61,2.95,0.00,1.90,0.00,0.00,0.19,0.42,24.46
10149.74,49.06,0.00,6.49,8.96,2.96,0.00,1.66,0.00,0.00,0.20,0.51,22.92
10177.59,48.55,0.00,6.54,9.21,2.96,0.00,1.22,0.00,0.00,0.21,0.54,21.46
10205.44,47.99,0.00,6.58,9.22,2.90,0.00,0.67,0.00,0.00,0.27,0.61,20.17
10233.29,47.36,0.00,6.61,8.97,2.80,0.00,0.12,0.00,0.00,0.35,0.76,19.15
10261.14,46.66,0.00,6.69,8.60,2.74,0.00,0.00,0.00,0.00,0.46,0.94,18.43
10288.99,45.91,0.00,6.86,8.25,2.82,0.14,0.00,0.00,0.00,0.59,1.03,17.96
10316.84,45.11,0.00,7.04,8.03,3.02,0.18,0.00,0.00,0.00,0.68,0.91,17.65
10344.69,44.27,0.00,7.13,7.92,3.27,0.12,0.00,0.00,0.00,0.68,0.60,17.40
10372.54,43.40,0.00,7.07,7.83,3.47,0.08,0.00,0.00,0.00,0.57,0.21,17.10
10400.40,42.62,0.00,7.00,7.70,3.57,0.15,0.00,0.08,0.00,0.36,0.00,16.72
10428.25,42.09,0.00,7.09,7.52,3.60,0.35,0.00,0.40,0.00,0.15,0.00,16.25
10456.10,41.88,0.00,7.45,7.30,3.59,0.61,0.14,0.64,0.00,0.03,0.00,15.75
10483.95,41.89,0.00,8.00,7.07,3.59,0.86,0.24,0.75,0.00,0.03,0.14,15.22
10511.80,41.93,0.00,8.56,6.84,3.61,1.05,0.30,0.72,0.00,0.10,0.46,14.64
10539.65,41.82,0.00,9.00,6.67,3.66,1.13,0.36,0.59,0.00,0.20,0.70,13.99
10567.50,41.58,0.00,9.27,6.59,3.74,1.08,0.45,0.41,0.00,0.32,0.73,13.27
10595.35,41.32,0.00,9.40,6.61,3.84,0.93,0.59,0.25,0.00,0.49,0.50,12.49
10623.20,41.12,0.00,9.42,6.67,3.96,0.75,0.76,0.20,0.00,0.72,0.09,11.70
10651.06,40.94,0.00,9.39,6.72,4.06,0.69,0.97,0.30,0.00,0.96,0.00,11.00
10678.91,40.69,0.00,9.34,6.76,4.09,0.83,1.14,0.56,0.00,1.11,0.00,10.45
10706.76,40.27,0.00,9.29,6.82,4.01,1.13,1.22,0.91,0.00,1.08,0.00,10.11
10734.61,39.60,0.00,9.23,6.89,3.83,1.40,1.18,1.23,0.00,0.85,0.00,9.97
10762.46,38.73,0.00,9.16,6.93,3.59,1.48,1.04,1.47,0.00,0.51,0.00,9.90
10790.31,37.72,0.00,9.08,6.87,3.36,1.25,0.91,1.64,0.00,0.20,0.00,9.76
10818.16,36.71,0.00,9.01,6.79,3.17,0.76,0.83,1.79,0.00,0.04,0.00,9.43
10846.01,35.86,0.00,8.97,6.71,3.07,0.16,0.81,1.91,0.00,0.07,0.00,8.97
10873.86,35.26,0.00,9.01,6.51,3.12,0.00,0.76,1.95,0.00,0.20,0.00,8.52
10901.71,34.92,0.00,9.15,6.32,3.32,0.00,0.65,1.84,0.00,0.34,0.00,8.30
10929.57,34.75,0.00,9.38,6.17,3.58,0.00,0.47,1.57,0.00,0.41,0.00,8.44
10957.42,34.62,0.00,9.64,6.05,3.79,0.00,0.32,1.19,0.15,0.43,0.00,8.90
10985.27,34.40,0.00,9.83,5.96,3.86,0.00,0.25,0.80,0.37,0.48,0.00,9.49
11013.12,34.03,0.00,9.81,5.93,3.84,0.26,0.27,0.44,0.47,0.64,0.00,9.99
11040.97,33.53,0.00,9.55,5.97,3.77,0.74,0.31,0.14,0.41,0.89,0.00,10.20
11068.82,33.03,0.00,9.07,6.11,3.71,1.02,0.27,0.00,0.22,1.17,0.00,10.10
11096.67,32.68,0.00,8.46,6.30,3.62,0.99,0.10,0.00,0.00,1.33,0.00,9.80
11124.52,32.51,0.00,7.84,6.44,3.49,0.69,0.00,0.00,0.00,1.28,0.00,9.49
11152.37,32.43,0.00,7.35,6.46,3.31,0.27,0.00,0.00,0.00,1.08,0.00,9.31
11180.23,32.30,0.00,7.06,6.28,3.14,0.00,0.00,0.00,0.00,0.84,0.00,9.29
11208.08,31.95,0.00,7.04,5.93,3.02,0.00,0.00,0.00,0.00,0.63,0.00,9.36
11235.93,31.32,0.00,7.27,5.50,2.96,0.00,0.00,0.00,0.00,0.47,0.00,9.36
11263.78,30.38,0.00,7.64,5.16,2.92,0.03,0.00,0.00,0.00,0.35,0.00,9.24
11291.63,29.24,0.00,8.02,5.06,2.82,0.34,0.00,0.00,0.00,0.26,0.00,8.99
11319.48,28.07,0.00,8.26,5.24,2.65,0.76,0.00,0.00,0.00,0.26,0.00,8.70
11347.33,27.05,0.00,8.29,5.57,2.47,1.25,0.02,0.00,0.00,0.39,0.10,8.42
11375.18,26.30,0.00,8.10,5.84,2.38,1.66,0.18,0.02,0.00,0.62,0.33,8.16
11403.03,25.84,0.00,7.77,5.88,2.45,1.82,0.25,0.08,0.00,0.83,0.45,7.89
11430.89,25.62,0.00,7.43,5.65,2.68,1.66,0.22,0.14,0.00,0.94,0.51,7.61
11458.74,25.58,0.00,7.18,5.20,2.97,1.30,0.13,0.23,0.00,0.92,0.59,7.34
11486.59,25.62,0.00,7.03,4.65,3.24,0.96,0.12,0.38,0.00,0.82,0.69,7.09
11514.44,25.64,0.00,6.98,4.14,3.42,0.78,0.30,0.57,0.00,0.67,0.75,6.86
11542.29,25.54,0.00,7.02,3.75,3.52,0.74,0.66,0.76,0.00,0.56,0.69,6.58
11570.14,25.31,0.00,7.11,3.52,3.52,0.72,1.05,0.86,0.00,0.55,0.48,6.15
11597.99,24.93,0.00,7.22,3.43,3.53,0.63,1.18,0.88,0.00,0.72,0.22,5.51
11625.84,24.45,0.00,7.27,3.41,3.50,0.44,0.88,0.85,0.00,1.05,0.01,4.73
11653.69,23.89,0.00,7.20,3.42,3.44,0.21,0.19,0.82,0.00,1.47,0.00,3.93
11681.54,23.31,0.00,7.00,3.40,3.41,0.01,0.00,0.81,0.00,1.83,0.00,3.27
11709.40,22.74,0.00,6.74,3.34,3.47,0.00,0.00,0.77,0.00,2.01,0.00,2.85
11737.25,22.15,0.00,6.51,3.21,3.65,-0.24,0.00,0.68,-0.61,1.94,0.00,2.73
11765.10,21.51,0.00,6.35,3.05,3.86,0.00,0.00,0.54,0.00,1.66,0.00,2.82
11792.95,20.83,0.00,6.23,2.90,3.97,0.00,0.00,0.43,0.00,1.28,0.00,3.00
11820.80,20.18,0.00,6.09,2.85,3.88,0.00,0.00,0.38,0.00,0.93,0.00,3.11
11848.65,19.68,0.00,5.93,2.92,3.58,0.00,0.00,0.36,0.00,0.72,0.06,3.05
11876.50,19.36,0.00,5.82,3.09,3.21,0.00,0.00,0.25,0.00,0.64,0.42,2.83
11904.35,19.16,0.00,5.81,3.32,2.91,0.00,0.00,0.00,0.00,0.63,0.74,2.52
11932.21,18.97,0.00,5.93,3.48,2.76,0.00,0.00,0.00,0.00,0.57,0.91,2.26
11960.06,18.73,0.00,6.10,3.50,2.68,0.00,0.00,0.00,0.00,0.41,0.92,2.14
11987.91,18.45,0.00,6.21,3.32,2.55,0.00,0.00,0.00,0.00,0.20,0.86,2.17
12015.76,18.18,0.00,6.21,3.01,2.30,0.00,0.00,0.00,0.00,0.01,0.83,2.30
12043.61,17.98,0.00,6.15,2.73,1.98,0.00,0.00,0.00,0.00,0.00,0.87,2.40
12071.46,17.85,0.00,6.08,2.59,1.70,0.46,0.15,0.00,0.00,0.10,0.90,2.38
12099.31,17.73,0.00,5.99,2.62,1.50,0.72,0.20,0.00,0.00,0.38,0.84,2.19
